,yokai,question,correct,gpt4o-mini,meta-llama-3.3-70b-instruct,gpt4o,llama-3.1-70b-japanese-instruct-2407,llama-3.1-swallow-70b-instruct-v0.1,llama-3-elyza-jp-8b,qwen2.5-32b-instruct,calm3-chat,qwen2.5-7b-instruct,llama-3.1-swallow-8b-instruct-v0.3,eurollm-9b-instruct,qwen2-7b-instruction,qwen2.5-14b-instruct,qwen2.5-3b-instruct,llama-3.1-swallow-8b-instruct-v0.1,gemma-2-27b-it,llama-3.1-swallow-8b-instruct-v0.2,meta-llama-3.1-8b-instruct,meta-llama-3-8b-instruct,tanuki-8x8b-dpo-v1.0,mistral-nemo-instruct-2407,gemma-2-9b-it,swallow-13b-instruct-v0.1,llm-jp-3-13b-insturct,llama-3.2-3b-instruct,gemma-2-2b-it,swallow-7b-instruct-v0.1,llm-jp-3-1.8b-instruct,llm-jp-3-3.7b-instruct,mistral-7b-instruct-v0.2,tanuki-8b-dpo-v1.0,eurollm-1.7b-instruct,llama-3-swallow-70b-instruct-v0.1,llama-3-swallow-8b-instruct-v0.1
384,座敷小僧、座敷坊主,"日本の妖怪座敷坊主は、泊まった人に対してどのような行為をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 食事を用意する
- 枕を返す
- 歌を歌う
- 扉を開ける",枕を返す,True,True,True,True,True,True,False,True,False,True,True,True,,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,False,False,,,True,
385,座敷童子,"日本の妖怪である座敷童子が住む場所として一般的にどこが挙げられることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神社
- 座敷または蔵
- 田んぼ
- 山",座敷または蔵,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,False,,
386,覚,"日本の妖怪「覚」は人の心を読む能力を持つとされていますが、どのようにその能力を発揮するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の夢に現れる
- 相手の考えを言い当てる
- 動物の姿に変わる
- 人間を驚かせる",相手の考えを言い当てる,True,,True,True,True,True,False,True,,True,True,True,False,True,True,,True,True,True,True,True,,True,True,True,,False,False,True,True,True,False,True,
387,実盛虫,"日本の妖怪である「実盛虫」が害虫として特に言及される種類は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- アブラムシ
- ウンカ
- カメムシ
- コナジラミ",ウンカ,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,,False,False,,,
388,猿神,"日本の妖怪猿神について、猿神が神の使者とされる神はどれとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天照大神
- 日吉神
- 大国主神
- 風神",日吉神,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True,,,
389,さるとらへび,"さるとらへびが討伐された場所として伝えられているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 高賀山
- ふくべヶ岳
- 粥川
- 瀧神社",ふくべヶ岳,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,,False,,,
390,早良親王,"日本の妖怪である早良親王の死因とされる行為は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 自ら絶食した
- 水に溺れた
- 毒を盛られた
- 戦いで負傷した",自ら絶食した,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,,True,True,False,False,True,False,True,True,True,False,False,False,,
391,ザン,"日本の妖怪ザンは、ある特定の行為を行うと家族に災難が訪れるとされています。その行為とは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 捕まえて持ち帰る
- 浜で料理する
- 海で遊ぶ
- 他の魚を捕る",捕まえて持ち帰る,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,,False,True,False,,True,,
392,山神,"日本の妖怪である「山神」は、特にどのような禁忌があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 祭の日に山に入ること
- 昼間の山中で食事をすること
- 山頂で歌を歌うこと
- 山の神に供え物をしないこと",祭の日に山に入ること,,False,,,False,True,False,True,True,False,,False,False,False,False,False,False,True,False,False,False,,True,True,False,,False,True,True,,False,,,
393,"山精
","日本の妖怪「山精」が塩を盗むとされている場所はどこであることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 海辺の村
- 山小屋
- 川のほとり
- 街の市場",山小屋,True,False,True,False,True,False,True,True,True,False,False,True,,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,,True,True,,,
394,三目八面,"日本の妖怪である「三目八面」が住んでいたとされる山の名前は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 猿山
- 高川
- 申山
- 土佐山",申山,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,
395,山本五郎左衛門、山ン本五郎左衛門,"妖怪山本五郎左衛門は、稲生平太郎にどのような形で姿を現したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 裃を着た武士
- 鬼の姿
- 天狗の姿
- 妖狐の姿",裃を着た武士,True,False,True,False,False,True,True,False,False,False,True,False,False,,False,True,False,False,True,True,True,True,True,False,False,True,False,False,True,False,False,,False,
396,山霊,"日本の妖怪山霊は、山に宿る神霊としてどのような行動をするとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人に幸運をもたらす
- 人に警告を発する
- 人を助ける
- 人を病気にする",人に警告を発する,True,True,True,True,True,True,True,True,True,True,True,,True,False,True,,True,True,False,False,False,True,True,True,True,,False,False,True,False,,,True,
397,水虎様,"水虎様に祀られている神像には、どのような神や生き物が見られるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 天狗や狐
- 河童や弁才天
- 鬼や雪女
- 鵺や座敷童",河童や弁才天,True,True,True,True,True,True,False,True,False,True,,True,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,,,,
398,塩の長司,"日本の妖怪「塩の長司」が老馬を殺した後、どのような苦痛に悩まされたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 視力を失う
- 喉に食いつかれる
- 金銭的な損失を被る
- 全身が麻痺する",喉に食いつかれる,True,True,True,True,False,False,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,,False,False,,,
399,しだい坂,"日本の妖怪「次第高」は、目にした人が何をするとその背が高くなるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 下を見つめる
- 上を見上げる
- 横を向く
- 目を閉じる",上を見上げる,False,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,True,False,True,,,False,,
400,七人同行,"日本の妖怪「七人同行」が人間に出会うとどのような影響を与えるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 幸運をもたらす
- 死んでしまう
- 病気になる
- 家運が上昇する",死んでしまう,True,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,,True,True,False,True,False,False,True,False,False,,False,,
401,七人童子,"日本の妖怪「七人童子」が現れるとされる時間帯は何時とされていますか？以下の4つから回答を1つ選び出力しなさい。
- 午前0時
- 午後3時
- 丑三つ時
- 夕方6時",丑三つ時,True,True,True,True,True,True,False,True,True,False,True,True,True,,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,,
402,七人ミサキ,"日本の妖怪「七人ミサキ」が現れるとされる場所はどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山の中
- 水辺
- 神社
- 廃墟",水辺,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,False,,False,False,,,
403,七歩蛇,"日本の妖怪「七歩蛇」が出現したとされる場所はどことされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 京都東山
- 奈良の山
- 東京の神社
- 北海道の森",京都東山,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,True,False,False,True,True,True,,True,True,,
404,死神,"日本の妖怪である「死神」が人間を死に誘うとされる方法には、いくつかの見解がありますが、一般的に何が関与するとされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 悪念を持つ死者の気
- 神の呪い
- 自然災害
- 悪霊の襲撃",悪念を持つ死者の気,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,False,False,False,True,,,,
405,篠崎狐,"篠崎狐が行商人に対して行ったいたずらの結果、行商人は何をされて正気に戻ったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 狐に噛まれる
- 水をかけられる
- 小豆飯を食べる
- 油揚げを食べる",水をかけられる,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,
406,芝右衛門狸,"芝右衛門狸が犬に襲われて命を落としたとされる場所はどこか、以下の4つから回答を1つ選び出力しなさい。
- 淡路島
- 佐渡島
- 阿波
- 大阪",大阪,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,,
407,シバカキ,"日本の妖怪シバカキは、夜間に何をする妖怪とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人を驚かす
- 石を投げる
- 音を立てる
- 草を食べる",石を投げる,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,,True,True,False,False,False,True,False,False,False,False,False,False,False,,False,False,,
408,死人憑,"日本の妖怪「死人憑」に取り憑かれた人間は、どのような状態にあるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 何も食べずに眠り続ける
- 肉体が腐敗し悪臭を放つ
- 常に笑い続ける
- 他の人に取り憑く",肉体が腐敗し悪臭を放つ,True,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,,True,False,True,False,,,
409,杓子岩,"日本の妖怪「杓子岩」は夜に通行人に対して何を求めたとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- お金
- 食べ物
- 味噌
- 酒",味噌,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,,False,,,
410,蛇骨婆,"日本の妖怪蛇骨婆は、右手に持つ蛇の色とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 赤
- 青
- 緑
- 黄色",青,True,True,True,True,False,True,True,False,True,False,False,False,True,,True,False,False,True,False,False,False,False,,False,False,False,False,True,False,,,,,
411,蛇帯,"日本の妖怪「蛇帯」は女性の嫉妬心がどのように関係しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 嫉妬心が帯に取り憑いて蛇となる
- 嫉妬心が人を襲う
- 嫉妬心が蛇を生む
- 嫉妬心が帯に変わる",嫉妬心が帯に取り憑いて蛇となる,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,,False,True,True,False,,True,True,
412,三味長老,"日本の妖怪である「三味長老」はどのような経緯で妖怪化したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長年使われた刀が妖怪化した
- 捨てられた三味線が妖怪化した
- 人間が妖怪にされた
- 古い楽器を埋めた場所に妖怪が現れた",捨てられた三味線が妖怪化した,True,True,True,True,True,True,,True,False,True,True,,False,True,True,True,True,True,True,True,True,,False,True,False,True,False,True,True,False,True,False,,
413,邪魅,"邪魅が人間に害を与えるとされる理由は何であると解釈されていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の恨みを買ったから
- 山神の一種だから
- 病気を治すためだから
- 妖邪の悪気を持っているから",妖邪の悪気を持っているから,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,,True,False,False,True,False,False,False,True,True,,True,True
414,ジャン,"日本の妖怪である「孕のジャン」は、漁において何が起こるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 魚が捕れなくなる
- 漁が成功する
- 海が静かになる
- 魚が異常に大きくなる",魚が捕れなくなる,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,True,True,True,,,,
415,じゃんじゃん火,"じゃんじゃん火は、どのような存在とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 生きている動物
- 心中者や武将の霊
- 自然現象
- 神々の化身",心中者や武将の霊,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,False,False,False,,
416,出世螺,"日本の妖怪である「出世螺」が龍に化身するために、ホラガイがそれぞれどれだけの年月を経るとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 三千年ずつ
- 五百年ずつ
- 千年ずつ
- 四百年ずつ",三千年ずつ,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,False,True,False,False,,False,False,,
417,酒呑童子、酒顛童子,"日本の妖怪酒呑童子に関する伝説で、彼が最終的に討伐された際に使用された特別な酒は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神便鬼毒酒
- 鬼酒
- 霊酒
- 不老酒",神便鬼毒酒,True,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,True,False,True,,,
418,朱の盆、朱の盤,"日本の妖怪である朱の盆が人を驚かせる際、どのような外見を持っているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 青い顔
- 赤い顔
- 白い顔
- 黒い顔",赤い顔,True,True,True,False,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,False,,
419,樹木子,"樹木子が生えているとされる場所の特徴として、どのような場所が多いとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 公園
- 戦場跡地
- 人の住む村
- 神社の境内",戦場跡地,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,False,,
420,小鬼,"日本の妖怪「鬼丸」に関する伝説では、鬼丸が夢の中で現れた人物は誰とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 後鳥羽天皇
- 北条時頼
- 源義経
- 足利尊氏",北条時頼,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,,
421,鍾馗,"日本の妖怪である「鍾馗」の図像には特定の特徴があるとされています。その特徴として一般的に挙げられるものは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 長い髭を持ち、中国の官人の衣装を着ている
- 大きな翼を持ち、空を飛ぶ
- 一対の角を持ち、獣の姿をしている
- 常に笑顔で、友好的な姿勢を示している",長い髭を持ち、中国の官人の衣装を着ている,True,True,True,True,True,True,True,True,False,True,True,False,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,,True,True,,,
422,正吉河童,"正吉河童にまつわる伝承では、正吉が相撲を取った相手は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の子供
- 河童
- 妖怪
- 大蛇",河童,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,True,False,True,,False,False,,,
423,しょうけら、精螻蛄,"日本の妖怪「しょうけら」に関連する庚申待で唱えられる呪文は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- あはれやみよ
- しょうけらはわたとてまたか我宿へねぬぞたかぞねたかぞねぬば
- もんじゅさまのいのちを
- ひかりよこのかみ",しょうけらはわたとてまたか我宿へねぬぞたかぞねたかぞねぬば,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,,True
424,鉦五郎,"日本の妖怪「鉦五郎」はどのような人物の霊が妖怪化したとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 淀屋辰五郎
- 近松門左衛門
- 鳥山石燕
- 江島其磧",淀屋辰五郎,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,,
425,猩々,"日本の妖怪「猩々」は何を好むとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 山菜
- 酒
- 魚
- 果物",酒,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,,True,True,,True,True
426,正塚婆,"日本の妖怪である「正塚婆」が亡者の衣服を剥ぎ取る理由として、最も一般的に言われていることは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 亡者の罪を計るため
- 亡者を脅かすため
- 亡者の魂を奪うため
- 亡者を救済するため",亡者の罪を計るため,True,True,True,True,True,True,True,True,True,True,True,,True,True,False,True,True,True,True,False,True,False,True,False,False,True,False,True,False,False,False,True,,
427,精霊風,"日本の妖怪「精霊風」によって引き起こされるとされる病気の症状は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頭痛
- 急病や発熱
- 喉の痛み
- 下痢",急病や発熱,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,,True,False,,,True,,,
428,絡新婦、女郎蜘蛛,"日本の妖怪である「絡新婦」によって引きずり込まれそうになった人が、身代わりにすることが多いものは何とされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 石
- 木の切り株
- 土
- 布",木の切り株,False,True,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,,False,False,,
429,白児,"日本の妖怪である「白児」は、どのような姿で描かれることが多いとされていますか？以下の4つから回答を1つ選び出力しなさい。
- 大きな犬の姿
- 着物を着た子供の姿
- 人間の男性の姿
- 小さな猫の姿",着物を着た子供の姿,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,,False,,
430,不知火,"日本の妖怪不知火は、どのような現象が原因であるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の火によるもの
- 蜃気楼の一種
- 妖怪の仕業
- 天候の影響",蜃気楼の一種,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,,
431,尻こぼし,"日本の妖怪「尻こぼし」が海女を襲うとされる理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 尻子玉を抜き取るため
- 海女を食べるため
- 海女を見せびらかすため
- 海女を助けるため",尻子玉を抜き取るため,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,,
432,白い蝶,"日本の妖怪である白い蝶について、白い蝶が現れた時に死の前兆とされることが多いのは、どの季節とされているでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 春
- 夏
- 秋
- 冬",春,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,,True,False,False,False,False,,
433,白溶裔,"日本の妖怪である「白溶裔」が人間を襲う際に放つとされるものは何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 毒
- 不快な粘液
- 光
- 音",不快な粘液,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,,False,,,False,,
434,白坊主,"日本の妖怪「白坊主」が地方によって描かれる姿の特徴として、一般的にどのような形状が多いとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 白い布をかぶった動物
- 人間の姿をした妖怪
- 白い坊主姿の妖怪
- 雪だるまの形をした妖怪",白い坊主姿の妖怪,True,True,True,True,True,True,False,True,False,True,True,True,False,True,True,,True,False,True,True,True,,True,False,False,True,True,False,False,True,False,False,,
435,蜃,"日本の妖怪である蜃は、どのような生物とされることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大型のハマグリと竜の類
- ウミウシとクラゲ
- カメとサメ
- ウナギとモズク",大型のハマグリと竜の類,True,True,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,,,
436,辰狐,"日本の妖怪である「辰狐」に関連する荼枳尼天が一般的に持つとされる物は何でしょうか？以下の4つから回答を1つ選び出力しなさい。
- 宝珠
- 剣
- 稲束
- 鎌",宝珠,True,False,True,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,True,True,,
437,神社姫,"日本の妖怪である「神社姫」が流行病に関して予言したとされる病気の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- コロリ
- ペスト
- チフス
- 天然痘",コロリ,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,True,False,,,,False,,
438,神野悪五郎,"神野悪五郎が登場する怪談『稲生物怪録』において、五郎左衛門が語る中に登場する主人公の名前は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 稲生武太夫
- 山本五郎左衛門
- 稲生平太郎
- 宮地水位",稲生平太郎,False,True,False,False,False,False,False,True,False,False,True,False,,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,,False,False,False,,
439,ジンベイサマ,"日本の妖怪「ジンベイサマ」が出現すると大漁になると信じられているが、特にどの魚が豊漁になるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- サンマ
- カツオ
- サバ
- ヒラメ",カツオ,True,True,True,True,True,False,True,True,True,False,,True,False,,False,False,False,False,False,True,True,False,False,True,False,False,False,False,,,False,False,,
440,人面瘡（疽）,"日本の妖怪人面瘡（疽）は、どのような状況で人の顔のようなものができるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 怪我が化膿する
- 特定の食べ物を食べる
- 呪いを受ける
- 病気にかかる",怪我が化膿する,True,True,True,False,False,True,True,True,False,False,True,True,,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,,,
441,水虎,"日本の妖怪水虎は、どのような方法で生け捕りにした場合に効能があるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 頭を撫でる
- 鼻をつまむ
- 尾を引っ張る
- 目を閉じる",鼻をつまむ,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,True,False,False,,False,False,False,False,False,True,True,False,,False,,,,
442,菅原道真,"日本の妖怪菅原道真は、死後にどのような事件と結びつけられ、怨霊として知られるようになったとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 清涼殿落雷事件
- 平安京の大火
- 源氏物語の創作
- 倭の五王の侵攻",清涼殿落雷事件,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,,True,False,True,True,,,,
443,朱雀門の鬼,"日本の妖怪「朱雀門の鬼」が長谷雄に賭けたものは何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 全財産
- 絶世の美女
- 名誉
- 魔法の道具",絶世の美女,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,,False,False,,True,
444,鈴彦姫,"鈴彦姫はどのような神楽に関連しているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 大蛇神楽
- 天岩戸神楽
- 獅子舞神楽
- 山伏神楽",天岩戸神楽,True,True,True,False,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,,
445,雀送り,"日本の妖怪「送り雀」が現れるとされる場所はどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 妙法山
- 富士山
- 大山
- 比叡山",妙法山,True,True,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,,False,True,True,False,False,,,True,False,,
446,硯の精、硯の魂,"日本の妖怪である「硯の魂」が宿るとされる硯は、どの地域の名産品とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 下関
- 京都
- 奈良
- 東京",下関,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,False,False,False,,
447,魑魅,"日本の妖怪である「魑魅」は、どのような姿をしているとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 顔は狼、体は人間
- 顔は人間、体は獣
- 顔は猿、体は鳥
- 顔は鬼、体は魚",顔は人間、体は獣,True,False,True,False,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,,True,True,True,False,True,False,False,,,False,True,
448,すっぽんの幽霊,"日本の妖怪すっぽんの幽霊が執念深い性格で知られる理由は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 人間の子供をさらう
- 噛みついて離れない
- 水中で隠れる
- 卵を守る",噛みついて離れない,,False,True,False,True,True,True,True,False,True,True,False,True,False,True,,True,True,True,True,False,False,False,,False,False,False,True,True,True,False,,,
449,砂かけ婆,"日本の妖怪砂かけ婆は、その正体をタヌキとする説がある地域がありますが、その地域はどこだとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 奈良県
- 滋賀県
- 兵庫県西宮市
- 福岡県",兵庫県西宮市,True,True,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,True,False,False,True,True,False,False,False,True,False,,,
450,砂ふらし,"妖怪砂ふらしが出没する場所としてよく知られているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 神社の近く
- 山の頂上
- 湖のほとり
- 商店街",神社の近く,True,False,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True,False,True,False,,,,
451,すねこすり,"日本の妖怪である「すねこすり」は、どのような時間帯に出現するとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 昼間
- 夕方
- 雨の降る夜
- 明け方",雨の降る夜,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,True,False,,,,
452,瀬女,"日本の妖怪である瀬女は、どのような苦痛を経てその存在になるとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 月経の苦痛
- 出産の苦痛
- 病気の苦痛
- 老いの苦痛",月経の苦痛,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,,False,,,
453,石妖,"日本の妖怪である石妖が現れる場所として一般的に知られているのはどこでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 豆洲の山中
- 京都の寺院
- 東京の公園
- 北海道の湖畔",豆洲の山中,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,False,,,
454,セコ,"日本の妖怪である「セコ」が山中で発する鳴き声の一例として、何と鳴くとされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- ホイホイ
- ワンワン
- ニャー
- ギャーギャー",ホイホイ,True,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,,False,False,,False,False,False,,True,False,False,,
455,殺生石,"日本の妖怪殺生石に関連する伝説において、玉藻前が化身した動物は何とされていることが多いでしょうか？以下の4つから回答を1つ選び出力しなさい。
- 狐
- 狸
- 蛇
- 狼",狐,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,,
